회사명,종목코드,상장일,총자산(요약재무),부채(요약재무),자본금(요약재무),매출액(영업수익),영업이익,당기순이익(포괄손익계산서),영업활동으로인한현금흐름,부채비율(표준재무),ROA(표준재무),ROE(표준재무),EBITDA마진율(표준재무),자기자본비율(표준재무),공모가 (원),공모금액 (천원),Unnamed: 17,총차입금/EBITDA(표준재무),총자산증가율(표준재무),유동자산증가율(표준재무),당좌자산증가율(표준재무),자기자본증가율(표준재무),매출액(영업수익)증가율(표준재무),영업이익증가율(보고서기재)(표준재무),EBITDA증가율(표준재무),순이익증가율(표준재무),순이익률(표준재무),유동비율(표준재무),현금비율(표준재무),유동부채비율(표준재무),이자보상배율(표준재무),재고자산회전율(표준재무),총자산회전율(표준재무),상장유형,증권구분,업종,상장주선인/,최초상장주식수 (주),상장일 시초가,상장일 종가
서진시스템,178320,2017-03-27,102228578.0,77823029.0,1500000.0,36020972.0,7927889.0,6491075.0,-12758892.0,318.87,7.48,40.65,29.94,23.87,25000,35750000,,5.64,43.1,41.79,46.81,224.16,11.49,78.76,50.02,1068.71,18.02,86.25,24.96,220.94,2.71,10.85,0.41,신규상장,주권,통신 및 방송 장비 제조업,엔에이치투자증권(주),5642185,9197.0,8587.0
코미코,183300,2017-03-23,66526561.0,36122231.0,3500000.0,38663724.0,5773093.0,7156663.0,9452642.0,118.81,11.21,26.71,19.74,45.7,13000,32500000,,3.05,8.72,0.38,-1.04,31.2,17.35,130.96,97.24,244.32,18.51,78.45,21.77,46.14,2.79,70.97,0.61,신규상장,주권,특수 목적용 기계 제조업,엔에이치투자증권(주),8075000,26000.0,21500.0
아스타,246720,2017-03-20,6802302.0,1495763.0,3099280.0,364260.0,-2278626.0,-1924226.0,-2066071.0,28.19,-40.07,-554.1,-579.42,78.01,8000,14000000,,-0.31,142.83,227.83,213.23,-215.06,42.11,-1.97,-2.32,적축,-528.26,2022.45,1679.94,6.06,-2.04,1.03,0.08,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,키움증권(주),9402523,9178.0,11923.0
덴티움,145720,2017-03-15,157721463.0,90146674.0,6184415.0,90049686.0,25568440.0,21727305.0,15334322.0,133.4,15.74,40.81,31.8,42.84,32000,81466592,,2.44,33.28,21.48,18.39,73.7,22.55,81.35,71.94,65.12,24.13,118.12,3.69,100.24,24.19,5.19,0.65,신규상장,주권,의료용 기기 제조업,엔에이치투자증권(주),11068830,38200.0,34500.0
에스디생명공학,217480,2017-03-02,42192224.0,11710733.0,2358050.0,74656241.0,26599907.0,18361239.0,22361477.0,38.42,77.87,111.78,35.92,72.24,12000,57600000,,0.08,749.84,492.96,597.32,1185.45,670.02,767.29,769.39,609.38,24.59,269.74,187.1,33.38,134.18,29.8,3.17,신규상장,주권,기타 화학제품 제조업,"신한투자증권 주식회사,한국투자증권(주)",22064400,15200.0,12200.0
신신제약,2800,2017-02-28,61103106.0,32884004.0,1210000.0,51614383.0,5394672.0,3885684.0,5239125.0,116.53,6.69,14.77,12.45,46.18,4500,14625000,,2.39,10.86,6.68,6.08,15.71,10.55,219.66,131.32,246.53,7.53,138.88,2.96,80.72,9.91,8.83,0.89,신규상장,주권,의약품 제조업,케이비투자증권(주),15170500,6170.0,8020.0
에프엔에스테크,83500,2017-02-27,35945795.0,20846291.0,2410551.0,44577688.0,3068938.0,2793713.0,-233060.0,138.06,8.71,20.33,9.37,42.01,14000,14000000,,2.66,27.37,69.77,-7.59,21.87,78.92,-163.77,-221.62,흑전,6.27,137.77,41.39,90.66,7.42,9.69,1.39,신규상장,주권,특수 목적용 기계 제조업,한국투자증권(주),5851101,17050.0,17450.0
모바일어플라이언스,87260,2017-02-24,34127082.0,26102007.0,5255791.0,53720245.0,1891520.0,1679195.0,3858368.0,325.26,5.41,43.36,7.48,23.52,3500,13181998,,3.98,22.34,-2.87,-0.99,-2976.44,1.71,-58.83,-40.05,1263.16,3.13,117.13,35.38,198.19,2.44,19.47,1.73,신규상장,주권,소프트웨어 개발 및 공급업,엔에이치투자증권(주),15000000,2953.0,2993.0
피씨엘,241820,2017-02-23,6577435.0,1588754.0,1724041.0,243022.0,-1361900.0,-1864166.0,-1847090.0,31.85,-27.86,-100.69,-539.96,75.85,8000,12000000,,-0.76,-3.36,-5.93,-5.39,-487.96,70.38,21.37,28.79,적확,-767.08,329.96,294.31,30.94,-29.3,2.76,0.04,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,한국투자증권(주),8921164,7800.0,9160.0
호전실업,111110,2017-02-02,167490130.0,89057546.0,3360552.0,289117993.0,21320716.0,22535011.0,14566051.0,113.55,14.66,35.03,7.5,46.83,25000,41616750,,3.42,19.65,7.73,4.59,56.12,17.94,27.68,28.11,119.78,7.79,149.9,37.64,110.31,4.98,111.49,1.88,신규상장,주권,봉제의복 제조업,엔에이치투자증권(주),8000000,24500.0,24250.0
서플러스글로벌,140070,2017-01-25,82981124.0,42037509.0,201700.0,94114236.0,13892284.0,8974987.0,8108125.0,102.67,11.24,24.6,15.42,49.34,8000,35200000,,2.0,8.22,10.63,-8.95,27.8,64.07,82.24,78.11,110.57,9.54,185.41,2.14,87.03,9.19,1.75,1.18,신규상장,주권,기계장비 및 관련 물품 도매업,한국투자증권(주),18494000,4250.0,3570.0
유바이오로직스,206650,2017-01-24,14140677.0,25761662.0,5074140.0,1602679.0,-2721542.0,-2828023.0,-3394979.0,-221.68,-23.3,20.31,-89.52,-82.18,6000,19200000,,-2.24,39.5,41.08,-14.87,-28.38,-48.13,49.51,61.58,적축,-176.46,53.34,19.64,-105.08,-2.4,0.58,0.13,신규상장,주권,자연과학 및 공학 연구개발업,한국투자증권(주),24231986,5396.0,4885.0
DSC인베스트먼트,241520,2016-12-19,11124541.0,2809590.0,6500000.0,4440168.0,1649044.0,1299402.0,-1265765.0,33.79,14.76,,,74.74,1700,7427184,,,71.66,,,31.7,,254.23,,337.32,,,,,,,0.5,신규상장,주권,신탁업 및 집합투자업,키움증권(주),17500000,2459.0,2489.0
티에스인베스트먼트,246690,2016-12-15,13899630.0,2814329.0,7000002.0,5975371.0,3286479.0,2516925.0,-637318.0,25.39,19.28,,,79.75,1300,7410000,,,13.88,,,31.24,,16.89,,9.48,,,,,,,0.46,신규상장,주권,신탁업 및 집합투자업,한국투자증권(주),22421004,1491.0,1654.0
마이크로프랜드,147760,2016-12-12,35269074.0,12417026.0,4224683.0,36554673.0,2496762.0,2265294.0,937045.0,54.34,6.66,10.48,13.49,64.79,7300,21900000,,0.91,7.67,3.63,-14.11,12.06,-31.59,-67.0,-48.02,-53.48,6.2,280.19,103.4,36.96,14.01,3.29,1.07,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",키움증권(주),10641366,6080.0,6850.0
애니젠,196300,2016-12-07,10498529.0,7402041.0,1774173.0,3722441.0,-1183223.0,-2573797.0,-1018495.0,239.05,-25.0,-119.94,-9.55,29.49,18000,12600000,,-1.76,4.07,3.01,9.69,159.04,1.24,95.35,-354.29,적확,-69.14,130.36,48.63,137.99,-2.68,1.66,0.36,신규상장,주권,기초 의약물질 제조업,키움증권(주),4734831,12800.0,13450.0
신라젠,215600,2016-12-06,176140945.0,71006185.0,24492386.0,3579430.0,-11124420.0,-41521547.0,-12849144.0,67.54,-23.18,-51.21,-297.62,59.69,15000,150000000,,-0.93,-3.24,-25.72,-25.72,84.39,449.74,75.61,72.01,적전,-1160.0,218.27,197.05,31.57,-1.3,,0.02,신규상장,주권,자연과학 및 공학 연구개발업,"엔에이치투자증권(주),하나증권주식회사,DB증권주식회사",61616527,12750.0,11800.0
핸즈코퍼레이션,143210,2016-12-02,513949201.0,362459747.0,1034050.0,621338386.0,27612502.0,8262523.0,-53835064.0,239.26,1.64,5.77,7.29,29.48,12000,65784000,,5.51,4.18,8.01,7.39,12.27,10.91,-1216.9,189.0,442.21,1.33,93.53,12.73,206.71,4.66,5.88,1.23,신규상장,주권,자동차 신품 부품 제조업,케이비투자증권(주),21646800,9150.0,9260.0
오션브릿지,241790,2016-12-01,13445888.0,4968737.0,1257954.0,25388918.0,3762011.0,3496001.0,1781682.0,58.61,31.58,65.75,17.35,63.05,6600,14949000,,0.21,54.61,95.39,83.11,292.91,48.05,295.86,262.05,254.46,13.77,244.61,86.37,44.93,36.14,23.97,2.29,신규상장,주권,기타 화학제품 제조업,대신증권(주),8622720,6660.0,6770.0
뉴파워프라즈마,144960,2016-11-30,81523868.0,27635733.0,3076190.0,50265165.0,8574291.0,8181493.0,14740252.0,51.28,11.03,16.58,19.66,66.1,17500,29750000,,1.69,21.98,45.63,38.79,20.27,43.27,44.44,35.2,63.91,16.28,223.89,146.3,34.61,23.76,7.83,0.68,신규상장,주권,특수 목적용 기계 제조업,키움증권(주),7903379,3320.0,2990.0
두산밥캣,241560,2016-11-18,2744539764.0,140762195.0,50420.0,11278327.0,-8509204.0,-4394559.0,440303.0,5.41,-0.16,-0.17,-75.11,94.87,30000,900845400,,-12.53,3.73,-18.04,-18.04,-0.16,82.09,406.72,409.51,적전,-38.96,19.45,5.66,4.31,-23.26,,0.0,신규상장,주권,회사 본부 및 경영 컨설팅 서비스업,"한국투자증권(주),CS증권 서울지점,홍콩상하이증권 서울지점,제이피모간증권회사 서울지점,한화투자증권(주),신영증권(주)",100249166,35800.0,34500.0
삼성바이오로직스,207940,2016-11-10,5960493716.0,3185659558.0,137843605.0,91278029.0,-203642444.0,1904945917.0,-265513752.0,114.81,52.07,111.87,-177.5,46.55,136000,2249617072,,-4.27,339.66,-11.06,-48.27,339.94,-13.19,70.35,73.85,흑전,2086.97,10.09,1.81,68.89,-76.83,0.94,0.02,신규상장,주권,기초 의약물질 제조업,"한국투자증권(주),씨티그룹글로벌마켓증권(주)",66165000,135000.0,144000.0
클리오,237880,2016-11-09,61386858.0,34916709.0,800000.0,106913767.0,22491235.0,17650919.0,39729348.0,131.91,39.38,99.46,22.36,43.12,41000,184401600,,0.0,117.17,70.06,95.22,193.38,151.6,3184.28,1294.65,2666.85,16.51,99.33,47.63,121.23,88.08,15.13,2.39,신규상장,주권,기타 화학제품 제조업,엔에이치투자증권(주),16873215,39950.0,36800.0
로고스바이오,238120,2016-11-03,6960100.0,791522.0,1350112.0,3869873.0,-351041.0,-250017.0,-378032.0,12.83,-3.56,-4.29,-2.96,88.63,25500,18056448,,0.0,-1.77,-3.41,-16.49,12.17,67.16,-56.06,-82.46,적축,-6.46,2264.44,1314.62,4.23,-26.26,3.49,0.55,신규상장,주권,사진장비 및 광학기기 제조업,신한투자증권 주식회사,3561724,25500.0,21350.0
인크로스,216050,2016-10-31,53048992.0,31614510.0,1316200.0,26514435.0,5535302.0,-230259.0,-1216673.0,147.49,-1.76,-4.31,22.35,40.41,43000,20274500,,0.0,2.92,4.17,4.18,1.05,10.26,5.9,-3.94,적전,-0.87,140.74,36.49,146.82,564.08,10782.61,0.51,신규상장,주권,광고업,신한투자증권 주식회사,2939035,17017.0,11915.0
에이치엘사이언스,239610,2016-10-28,17381811.0,2865440.0,1463830.0,23705272.0,2975679.0,3521493.0,3095127.0,19.74,22.6,28.52,13.49,83.51,27000,40800375,,0.0,25.18,16.39,10.28,41.54,37.85,19.48,18.23,65.26,14.86,247.61,136.99,18.53,338.92,19.77,1.52,신규상장,주권,도시락 및 식사용 조리식품 제조업,"미래에셋증권 주식회사,케이비투자증권(주)",5142148,36629.0,36438.0
코스메카코리아,241710,2016-10-28,68510899.0,42982085.0,2000000.0,94998927.0,7185913.0,6314868.0,3492608.0,168.37,10.62,28.08,9.4,37.26,54000,72360000,,1.75,35.82,98.95,100.94,31.23,38.19,82.08,61.76,123.94,6.65,99.3,10.75,143.18,17.03,15.14,1.6,신규상장,주권,기타 화학제품 제조업,삼성증권(주),5340000,35700.0,31250.0
JW생명과학,234080,2016-10-27,176296797.0,96708071.0,39586385.0,123879808.0,16671014.0,11341482.0,24759453.0,121.51,6.73,14.66,23.51,45.14,30000,72000000,,2.25,9.56,4.7,-4.87,5.86,13.08,30.52,18.63,43.74,9.16,44.16,2.86,103.19,6.75,10.32,0.73,신규상장,주권,의약품 제조업,케이비투자증권(주),7917277,33050.0,42950.0
인텔리안테크,189300,2016-10-18,54923623.0,23347521.0,2809392.0,49295938.0,7446091.0,4924637.0,12227787.0,73.94,8.63,17.71,18.84,57.49,19000,27550000,,1.51,-7.33,-18.93,-11.48,31.42,-10.1,20.34,22.86,-18.44,9.99,349.3,21.62,25.33,9.37,5.59,0.86,신규상장,주권,통신 및 방송 장비 제조업,한국투자증권(주),7165110,18750.0,17050.0
에이치시티,72990,2016-10-17,35224338.0,16482793.0,858240.0,24172292.0,5387765.0,4895845.0,5421734.0,87.95,13.67,28.04,30.17,53.21,17000,19319820,,1.28,-3.2,-24.01,-21.44,15.87,6.38,-16.58,-8.51,72.58,20.25,114.71,61.08,64.84,24.8,70.28,0.68,신규상장,주권,기타 과학기술 서비스업,미래에셋증권 주식회사,4579934,19500.0,17550.0
앤디포스,238090,2016-10-12,34925025.0,10468769.0,6000000.0,57457562.0,16343804.0,13758486.0,22564559.0,42.81,45.79,76.69,30.22,70.03,14500,60900000,,0.18,38.77,64.62,142.15,114.04,23.79,200.95,173.45,237.98,23.95,294.22,203.71,33.46,78.64,13.26,1.91,신규상장,주권,플라스틱제품 제조업,미래에셋증권 주식회사,15068965,17300.0,15125.0
수산아이앤티,50960,2016-10-11,45732393.0,1416306.0,2500000.0,14081607.0,4414222.0,4295512.0,5241556.0,3.2,9.9,10.29,38.93,96.9,11500,19550000,,0.0,11.35,3.16,3.71,13.13,1.5,-26.17,-15.46,-24.88,30.5,3396.43,3012.73,2.38,,68.07,0.32,신규상장,주권,소프트웨어 개발 및 공급업,삼성증권(주),6751000,11500.0,14950.0
미투온,201490,2016-10-10,18135196.0,2350877.0,11371707.0,14891381.0,5794925.0,4303079.0,5606050.0,14.89,29.14,47.25,39.35,87.04,3800,27210690,,0.03,59.04,165.65,165.65,549.84,236.77,283.4,276.93,313.04,28.9,495.57,426.64,14.89,780.25,,1.01,신규상장,주권,소프트웨어 개발 및 공급업,미래에셋증권(주),29961122,3420.0,4445.0
화승엔터프라이즈,241590,2016-10-04,62136840.0,1320.0,10364740.0,,-1206.0,-1205.0,-533.0,0.0,0.0,0.0,,100.0,15000,117600000,,0.0,,,,,,,,,,1579.09,1530.0,0.0,,,0.0,신규상장,주권,회사 본부 및 경영 컨설팅 서비스업,한국투자증권(주),26929479,13500.0,14950.0
엘에스전선 아시아,229640,2016-09-22,266596503.0,330602.0,15070065.0,5602865.0,5357715.0,5218247.0,-147930.0,0.12,0.0,0.0,95.7,99.88,8000,80960904,,0.0,,,,,,,,,93.14,1714.62,12.66,0.12,,,0.04,신규상장,주권,회사 본부 및 경영 컨설팅 서비스업,"한국투자증권(주),하나증권주식회사",30624879,7200.0,6350.0
유니테크노,241690,2016-09-20,46772899.0,25957977.0,2231880.0,55308598.0,5126917.0,4073484.0,7662568.0,124.71,10.47,22.87,11.7,44.5,10300,15450000,,2.09,50.86,68.04,76.12,40.51,60.33,74.72,51.14,42.68,7.37,105.73,20.99,74.5,15.3,22.16,1.42,신규상장,주권,자동차 신품 부품 제조업,한국투자증권(주),5963760,3225.0,2883.0
자이글,234920,2016-09-06,57356346.0,9529844.0,908815.0,101923203.0,16692923.0,13488262.0,20751171.0,19.93,32.0,42.8,18.56,83.38,11000,49280000,,0.0,112.86,37.11,43.06,214.54,57.56,44.79,60.1,45.09,13.23,312.85,220.4,19.69,1573.62,68.62,2.42,신규상장,주권,가정용 기기 제조업,"케이비투자증권(주),하나증권주식회사",13530910,13600.0,12900.0
에코마케팅,230360,2016-08-08,38469143.0,12907675.0,700000.0,19664896.0,10230592.0,9319531.0,12976397.0,50.5,28.8,44.67,52.57,66.45,35000,38500000,,0.0,46.49,49.43,49.43,58.15,20.63,40.24,39.75,36.96,47.39,290.15,161.95,50.5,,,0.61,신규상장,주권,광고업,한국투자증권(주),8128571,17072.0,11951.0
두올,16740,2016-07-29,184919511.0,96331373.0,38289966.0,197561522.0,2552810.0,20682285.0,5178291.0,108.74,11.99,31.12,2.38,47.91,8500,62050000,,10.01,15.46,12.45,3.36,99.87,11.51,79.17,42.94,124.98,10.47,102.75,6.6,91.81,1.45,11.07,1.15,신규상장,주권,자동차 신품 부품 제조업,미래에셋증권(주),17755500,8190.0,7060.0
엔지스테크널러지,208860,2016-07-28,7322459.0,2710418.0,1323085.0,6328284.0,2160868.0,1753438.0,1998462.0,58.77,28.32,46.94,36.12,62.98,10000,4670000,,0.48,44.71,22.53,22.53,61.34,20.96,-21.73,-19.61,-32.25,27.71,186.07,147.58,50.09,2002.66,,1.02,신규상장,주권,소프트웨어 개발 및 공급업,교보증권(주),3127180,6336.0,8237.0
우리손에프앤지,73560,2016-07-27,139406248.0,61340386.0,25799610.0,34606676.0,5989050.0,4207462.0,8645539.0,78.58,3.35,6.05,22.92,56.0,2210,40247481,,5.79,24.61,32.94,220.32,27.88,13.78,-25.29,-18.9,-44.19,12.16,63.88,14.53,52.03,2.63,59.53,0.28,신규상장,주권,축산업,미래에셋증권 주식회사,61157490,4000.0,2910.0
한국자산신탁,123890,2016-07-13,320544750.0,103907505.0,36743760.0,83391744.0,49086966.0,36291840.0,18089820.0,47.96,12.26,,,67.58,10300,281162654,,,17.99,,,25.65,,84.42,,96.75,,,,,,,0.28,신규상장,주권,기타 금융업,"신한투자증권 주식회사,대신증권(주)",85000000,9900.0,9600.0
피앤씨테크,237750,2016-07-04,27009394.0,6675002.0,1950000.0,23949612.0,5564554.0,4889065.0,4753909.0,32.83,20.25,27.28,24.16,75.29,10200,27030000,,0.09,26.88,29.06,35.04,31.15,33.14,160.67,143.53,189.69,20.41,375.04,241.63,26.1,428.01,10.22,0.99,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",케이비투자증권(주),6496600,11000.0,10350.0
해성디에스,195870,2016-06-24,229182084.0,110257061.0,75000000.0,246043242.0,18798577.0,14682972.0,29837773.0,92.71,6.59,13.2,11.51,51.89,12000,48000000,,2.14,5.91,10.56,19.38,14.82,48.94,89.3,84.39,-27.41,5.97,137.56,53.13,63.17,5.78,9.54,1.1,신규상장,주권,전자부품 제조업,엔에이치투자증권(주),17000000,16700.0,14600.0
녹십자랩셀,144510,2016-06-23,16862833.0,7903194.0,4250000.0,34489290.0,3219922.0,2260240.0,1488091.0,88.21,14.56,29.49,10.88,53.13,18500,37000000,,0.0,18.89,1.69,1.69,40.7,11.61,12.1,12.77,35.62,6.55,157.03,77.79,55.39,,,2.22,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업","하나증권주식회사,케이프투자증권주식회사",10554054,37000.0,48100.0
에스티팜,237690,2016-06-23,232367461.0,121493265.0,5890600.0,138052135.0,34471599.0,25188826.0,35821584.0,109.58,15.72,35.05,29.43,47.72,29000,135256000,,1.05,63.21,68.71,69.97,93.9,43.0,254.32,189.54,360.79,18.25,88.5,10.91,97.61,7.81,2.95,0.74,신규상장,주권,의약품 제조업,"한국투자증권(주),유진투자증권(주)",18484400,47000.0,48800.0
용평리조트,70960,2016-05-27,970233846.0,657521858.0,190000000.0,176025120.0,26591493.0,11607128.0,37651395.0,210.26,1.3,3.78,22.51,32.23,7000,93632000,,4.3,18.74,121.8,120.9,3.74,32.04,54.73,28.19,195.42,6.59,70.71,19.56,130.38,1.85,10.25,0.2,신규상장,주권,일반 및 생활 숙박시설 운영업,미래에셋증권 주식회사,48133333,9000.0,11700.0
해태제과식품,101530,2016-05-11,727979474.0,564427465.0,11912277.0,789764635.0,48821184.0,14645153.0,62892953.0,345.11,2.04,9.16,8.72,22.47,15100,88033000,,4.83,2.68,-2.27,-4.76,4.76,16.13,92.72,57.17,213.28,1.85,69.01,7.81,153.76,3.37,17.95,1.1,신규상장,주권,도시락 및 식사용 조리식품 제조업,"엔에이치투자증권(주),삼성증권(주)",19209740,,
레이언스,228850,2016-04-11,80195253.0,33358587.0,6295507.0,75387787.0,10540172.0,2827286.0,6755077.0,71.22,3.55,6.21,19.02,58.4,25000,100000000,,1.23,1.53,2.27,-1.23,5.85,12.32,48.7,51.33,-84.65,3.75,184.36,51.07,46.94,11.95,8.0,0.95,신규상장,주권,의료용 기기 제조업,대신증권(주),16591014,23800.0,23050.0
동양파일,228340,2016-04-06,143087162.0,92342792.0,409900.0,105198051.0,25777360.0,9708044.0,17091137.0,181.98,6.99,21.18,27.25,35.46,10000,80000000,,2.44,6.21,23.82,36.04,24.04,216.34,309.35,282.96,396.30,9.23,70.02,16.52,114.77,4.79,19.04,0.76,신규상장,주권,"시멘트, 석회, 플라스터 및 그 제품 제조업",대신증권(주),20000000,9000.0,9100.0
대림씨엔에스,4440,2016-03-30,304965544.0,131929900.0,12922030.0,257906018.0,33659562.0,19317823.0,11373894.0,76.24,6.15,11.82,15.24,56.74,27700,123436214,,1.73,-5.73,-4.34,5.65,12.48,1.14,5.46,8.56,17.79,7.49,95.04,1.24,54.43,8.43,15.06,0.82,신규상장,주권,"시멘트, 석회, 플라스터 및 그 제품 제조업",미래에셋증권 주식회사,12731947,24950.0,23250.0
팬젠,222110,2016-03-11,16873444.0,8661283.0,1443372.0,3400468.0,-2020709.0,-2120053.0,-1340030.0,105.47,-14.95,-44.51,-30.76,48.67,16500,27225000,,-2.48,46.88,351.06,351.06,524.85,5.86,288.72,-392.82,적확,-62.35,72.55,62.52,67.63,-2.11,,0.24,신규상장,주권,의약품 제조업,한국투자증권(주),7681318,24900.0,22300.0
AP위성통신,211270,2016-03-04,36448425.0,7581250.0,4871000.0,34570999.0,8576332.0,7042065.0,10664770.0,26.26,20.62,27.53,26.51,79.2,9700,31602600,,0.0,14.37,19.92,67.72,29.52,-11.94,-30.83,-28.66,-32.75,20.37,384.87,268.8,25.07,8550.68,5.89,1.01,신규상장,주권,통신 및 방송 장비 제조업,KB증권(주),13097740,12400.0,10750.0
큐리언트,115180,2016-02-29,11430864.0,33114041.0,911784.0,215280.0,-6645826.0,-10706197.0,-6641055.0,-152.72,-154.31,65.6,-3047.51,-189.69,21000,32508000,,0.0,367.49,377.54,377.54,97.87,,53.25,52.43,적확,-4973.15,1451.0,1441.23,-3.46,-3.41,,0.03,신규상장,주권,자연과학 및 공학 연구개발업,한국투자증권(주),7227262,33900.0,39000.0
안트로젠,65660,2016-02-15,14466076.0,1505242.0,3239218.0,1834280.0,-1585661.0,-1415653.0,-1010253.0,11.61,-9.67,-10.46,-72.08,89.59,24000,16800000,,0.0,-2.32,-7.8,-9.59,-8.2,100.3,-16.82,-20.01,적축,-77.18,968.49,812.69,8.13,,4.32,0.13,신규상장,주권,기초 의약물질 제조업,키움증권(주),7463435,38000.0,39100.0
제이에스코퍼레이션,194370,2016-02-04,111936466.0,54747708.0,1117015.0,108513001.0,18936682.0,13108901.0,10400584.0,95.73,15.98,26.27,17.73,51.09,23000,75512036,,1.07,114.71,223.53,142.59,34.18,5.18,99.41,98.06,88.76,12.08,185.8,39.68,63.68,24.1,12.25,1.32,신규상장,주권,"가죽, 가방 및 유사제품 제조업",엔에이치투자증권(주),12687732,39100.0,37750.0
유니트론텍,142210,2016-02-02,32576616.0,18069914.0,1400000.0,86379378.0,7792615.0,5657009.0,3972568.0,124.56,20.81,48.93,9.11,44.53,14000,9170000,,1.39,49.45,44.19,28.28,68.34,15.23,0.8,1.23,12.10,6.55,206.94,39.22,95.31,12.81,8.3,3.18,신규상장,주권,자동차 부품 및 내장품 판매업,하나증권주식회사,3310650,6765.0,6645.0
에스와이패널,109610,2015-12-29,103250305.0,78215012.0,2000000.0,151337572.0,4265649.0,2046200.0,6778731.0,312.42,3.96,16.35,3.77,24.25,5000,10679610,,7.88,,,,,,,,,1.35,70.35,10.47,251.72,2.5,51.83,2.93,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",미래에셋증권(주),6200000,1284.0,1669.0
코디엠,224060,2015-12-29,26296924.0,21622299.0,1200000.0,38105360.0,1912932.0,1913663.0,307143.0,462.55,8.23,51.58,6.51,17.78,4700,4700000,,3.37,30.13,47.94,49.35,70.29,49.62,-457.26,10077.38,흑전,5.02,99.03,0.06,446.81,5.42,6.48,1.64,신규상장,주권,특수 목적용 기계 제조업,미래에셋증권(주),3793630,7490.0,6100.0
잇츠스킨,226320,2015-12-28,154767278.0,74536412.0,4000000.0,241883872.0,99060817.0,76331077.0,121137384.0,92.9,84.18,169.12,42.08,51.84,170000,161213890,,0.0,482.26,558.39,782.65,699.3,361.81,1072.97,885.31,1059.33,31.56,196.07,159.96,92.17,,26.97,2.67,신규상장,주권,생활용품 도매업,미래에셋증권 주식회사,8735650,172000.0,152000.0
